TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Columbidae_Gallicolumba_beccarii	19423763							20339718						41393858								325461591											
Estrildidae_Neochmia_temporalis								186703262																									
Sylviidae_Phylloscopus_forresti								48995422																									
Malaconotidae_Chlorophoneus_bocagei						186461459															163638323												
Sylviidae_Seicercus_burkii	54632202							54632827										66876369															
Fringillidae_Loxia_pytyopsittacus				195963940	292389262	198246370		9230613										195964080				198246506									195964018		
Procellariidae_Puffinus_polynesiae								37788711																									
Sylviidae_Acrocephalus_atyphus								140325990													140326097												
Fringillidae_Scaphidura_oryzivora	19481515							6048480													19481456												
Fringillidae_Tiaris_bicolor						7140783		156072790													9971999												
Muscicapidae_Ficedula_westermanni								112888640										295001716			110348236	110348290											
Spheniscidae_Eudyptes_chrysolophus	75354107				75353851			3420626													106896193							75863925					
Columbidae_Leptotila_cassini								41393874						321575051							321574989												
Apodidae_Apus_affinis				18845685				37812816													37812932							18845837					
Columbidae_Streptopelia_senegalensis								15419239						15419259							20466905												
Psittacidae_Aratinga_aurea	31074337				197254555	75677801		31074350													75677985							75678025					
Fringillidae_Dendroica_fusca					117372159	308224502		34148690					302703203					302703581	302703416		39979785									206573827			
Columbidae_Geotrygon_montana	148466958	193879470	193880084		148467077	148467263		7262962	193880704		193881328		193999858	194000263	154529139		193881768	194020964	193882002	194241052	20466935			194021289	194205208		193880384	148467421		194240738	193878564	193878873	
Sylviidae_Regulus_ignicapilla					292390470			238684436																									
Tyrannidae_Phylloscartes_sylviolus													157780390								157780571												
Coccyzidae_Saurothera_vetula				19698386																													
Fringillidae_Cacicus_cela								22204019													21999542												
Muscicapidae_Oenanthe_xanthoprymna								290749893													269115906												
Tyrannidae_Empidonax_fulvifrons					116832193			23598189													23598243	23598299											
Trochilidae_Oreotrochilus_chimborazo														57791892							57639884		164613568			268320771							
Spheniscidae_Spheniscus_humboldti	75354111				75353869	50254129		75354622						112818833				113095114			264667113	50254297	50254325			113120421		4973155					
Pelecanoididae_Pelecanoides_georgicus	575335				197256215			3420670																									
Trochilidae_Lampornis_clemenciae				77745229				76445775													170785591												
Psittacidae_Amazona_autumnalis	34536869					37780700		37574945													37780926												
Glareolidae_Stiltia_isabella	190411540							125662338													125662556							125662442					
Dicruridae_Dicrurus_macrocercus				149783834				149783934										149286611			149783712					289546227							
Pachycephalidae_Aleadryas_rufinucha								168986869													168986770							225795401					
Meliphagidae_Melithreptus_gularis														300638106							309322515										300638505		
Campephagidae_Coracina_montana																		307147418			307147508					307147366							
Charadriidae_Pluvialis_fulva					134269239																												
Apodidae_Aerodramus_sawtelli								37812766													37812882												
Cotingidae_Lipaugus_unirufus								94471846										94451627			86451889												
Burhinidae_Burhinus_senegalensis	37359584							33621772													33622187												
Fringillidae_Carduelis_carduelis	124108866			195963874	292389898	198246300		17222088		187471262	188526273			46325831							223953631	198246438				182894135		157672490	161019594		195963986		
Psittacidae_Agapornis_personata								2304986																				154371696	154371710				
Certhiidae_Salpornis_spilonotus																		196052341								196052705							
Sturnidae_Sarcops_calvus					151336272	151336531							149729115	151336113				93211342			149729268							34582576		151336758	151335963		
Columbidae_Treron_waalia	19423767							20339726																									
Todidae_Todus_angustirostris		193879624	193880218	17226579		17226467	193879306	17226557	193880856	193881162	193881490	193999648	154184373	194000415		323903227	193881844	194021121	193882144	194241214	74272409			194021445	194205366		193880540	74272331		194240890	193878725		
Trochilidae_Heliangelus_strophianus														269999307							268320918		268320473			268320699							
Laridae_Onychoprion_lunatus								55419863													55417589												
Muscicapidae_Cercotrichas_quadrivirigata								32442026					34333732																				
Fringillidae_Melospiza_georgiana					117372337	33318342		91992533													91992573					182894126							
Fringillidae_Geospiza_magnirostris								5230571																									
Pycnonotidae_Iole_propinqua																		258674163			258674241												
Ramphastidae_Eubucco_bourcierii								33521025										32967823										38147062					
Estrildidae_Cryptospiza_reichenovii											315488387		196052457					34538517								196052617							
Pipridae_Neopelma_chrysocephalum								8050413					157780414								157780457												
Columbidae_Geotrygon_veraguensis								321574861						321575045							321574981												
Galbulidae_Galbula_albirostris		193879464	193880076							193881012	193881320		193999852	194000256		323903211	193881764	194020956		194241044				194021281	194205200		193880376			194240730	193878556	193878867	
Turdidae_Catharus_aurantiirostris								22034660						22034635							22034712												
Timaliidae_Alcippe_castaneceps	30840819							33413483													113912263												
Muscicapidae_Ficedula_semitorquata					257154867			13508733													110348272	110348322										13016652	
Psittacidae_Tanygnathus_sumatranus								121308505																									
Turdidae_Turdus_fumigatus	166707764					22654635		187371318										167369861			126216177	126216041				187481227							
Corvidae_Corvus_corone	18251069	193879348	167987277	125487194	327494190	74355925	193879042	1841761		193880895	193881198	193999400	193999738	194000133	154529319		193881704	253971577	193881878	194240928	46562041			194021161	194205082	229905437	193880256	19584569	38324807	194240616	193878432	193878769	
Certhiidae_Salpinctes_obsoletus					116877775							33638035									39547744												
Corvidae_Sphecotheres_vieilloti								225795395										225795319				308097250				308097202		38324483	38325001				
Timaliidae_Mystacornis_crossleyi								5712265					224483445					224483447			224483437												
Meliphagidae_Timeliopsis_griseigula	45385380							45385655					259018623								45385503												
Columbidae_Geotrygon_saphirina								284831413						321575068							321575019												
Muscicapidae_Muscicapa_cassini								306959250										306959737								306959934							
Fringillidae_Pooecetes_gramineus					51101688	33318366		91992521													91992561												
Furnariidae_Cinclodes_oustaleti								158712087										159895187				51011672											
Thamnophilidae_Myrmeciza_hemimelaena								157098248					157098116					51104572			157094387	157098382											
Hirundinidae_Pseudochelidon_eurystomina								61189630													60858340												
Tyrannidae_Pachyramphus_aglaiae					116832487																86451791							241994257	241994617				
Fringillidae_Diglossa_brunneiventris								194360045													194360111												
Fringillidae_Geothlypis_rostrata					308224640	308224640		255969684					302703249					302703604	302703462		81336302									302703708			
Strigidae_Bubo_bengalensis								22795684																				171919849					
Sylviidae_Cettia_vulcania								110631474																									
Trochilidae_Phaethornis_ruber														57791910							57639902		164613586			268320808							
Phalacrocoracidae_Phalacrocorax_capensis	12382944					12382978																											
Dendrocolaptidae_Campylorhamphus_procurvoides								23463184						295821352							23463092	23428711											
Sylviidae_Phylloscopus_orientalis	62735790							62735797										62735851								307948427							
Alcedinidae_Alcedo_vintsioides																		109390266			109390211	62901793											
Sylviidae_Sylvia_melanocephala	30840863				225301524			38602376										66876337															
Charadriidae_Phegornis_mitchellii	190411529	193879554	193880160				193879238	125662318	193880784	193881098	193881416	193999588	193999936	194000348			193881810	194021048		194241140	125662534			194021375	194205292		193880468	34597817		194240818	193878651		
Fringillidae_Chlorothraupis_carmioli								2935052													156072648												
Fringillidae_Ammodramus_bairdii					116876255			91992547													51831498	51831726											
Anatidae_Anser_anser				66970018	292389776			40795973							19919851						190683602												
Tyrannidae_Poecilotriccus_sylvia																					224998690												
Scolopacidae_Calidris_minuta					292389884																												
Fringillidae_Habia_gutturalis								156072854													156072644												
Hemiprocnidae_Hemiprocne_longipennis														112818800				37622405		111119208						113120343		13374300					
Phalacrocoracidae_Phalacrocorax_georgianus						290463973																											
Trochilidae_Anthracothorax_prevostii								37195409						269999265							224924762		268320427			268320587							
Cisticolidae_Bathmocercus_rufus																					115394709												
Trogonidae_Trogon_melanocephalus								156767095		29422312	29422249										183447592							54299688			316992366		
Meliphagidae_Anthochaera_chrysoptera	45385326							45385547					259018568								45385405												
Tyrannidae_Anairetes_parulus					197254407			3746633										165909087			3746615					165873970							
Falconidae_Falco_rupicoloides								24110578																				165880565					
Sylviidae_Seicercus_affinis	54632200							54632839																									
Dicruridae_Rhipidura_rennelliana					239507749			239508388					256576189								99029914	256576337									256576403		
Scolopacidae_Gallinago_delicata					116832243	257062420		257062408																									
Pycnonotidae_Criniger_ndussumensis	18251078												156753280	89213053				149393609			89213135	89212963				149393711							
Timaliidae_Pteruthius_melanotis								149207930																				82471259	82471263				
Timaliidae_Garrulax_davidi					183397804			183585413																				183585505					
Passeridae_Heteromunia_pectoralis																					37675004												
Tyrannidae_Mitrephanes_phaeocercus								18251285										165909189			18251339	18251393				165874072		241994197	241994557				
Zosteropidae_Zosterops_fuscicapilla																					220900741	220900467											
Furnariidae_Cranioleuca_pyrrhophia					197255153			21805452					126253890					21805575			4185222							21805511					
Trochilidae_Microstilbon_burmeisteri														269999329							268320940		268320495			268320761							
Caprimulgidae_Caprimulgus_manillensis								290466921							290467047					290467185													
Charadriidae_Charadrius_australis								1488215																									
Cisticolidae_Prinia_subflava	23297899																				23297843	160690425											
Phasianidae_Lagopus_leucura	6970160				116877093			6970184													7648882												
Musophagidae_Crinifer_zonurus								12024673																									
Psittacidae_Brotogeris_tirica								257786255													257786381												
Picidae_Dendrocopos_fuscescens																		85720737															
Corvidae_Pyrrhocorax_graculus					257156179			1841783																									
Fringillidae_Carduelis_pinus	21644728				117372047	21644899		156072910													21644785												
Picidae_Picus_vaillantii						294719817												317018646													313585625		
Eurostopodidae_Eurostopodus_mystacalis								1261906							290467107					290467243													
Fringillidae_Cacicus_leucoramphus								6048437																									
Accipitridae_Aquila_gurneyi								67038078													66734982												
Trochilidae_Heliodoxa_jacula														57791862							57639854		164613542			268320711							
Turdidae_Turdus_swalesi	166707817							187371437										167369980			126216263	126216138				187481342							
Strigidae_Strix_uralensis					292390540	85815789		22797310																				171919973					
Melanocharitidae_Toxorhamphus_poliopterus																		161015797															
Thamnophilidae_Gymnopithys_lunulatus								157098310					157098176								157094449	157098444											
Thamnophilidae_Percnostola_rufifrons								157098272					157098138								157094411	157098406						221063197	221062977				
Timaliidae_Pomatorhinus_ruficollis								313759311													313759439												
Scolopacidae_Coenocorypha_pusilla					264688474	264688220																											
Fringillidae_Molothrus_rufoaxillaris					197255933			6048464													6563183												
Sylviidae_Locustella_naevia					257155213			324033841		187471241	188526251							258674165			42412497								161019566				
Dicaeidae_Dicaeum_pectorale																					99030104												
Muscicapidae_Oenanthe_finschii					110287867			290749858													269115870												
Alcedinidae_Ceyx_madagascariensis																					74272425							74272347					
Columbidae_Hemiphaga_novaeseelandiae	148466961				148467083	148467275		41393884						41393840							148467007							148467427					
Strigidae_Otus_hoyi								22797022													193074472												
Tyrannidae_Contopus_cooperi					116876737			18251259													18251313	18251367											
Timaliidae_Pomatorhinus_ferruginosus								313759323													313759459												
Platysteiridae_Batis_molitor																					112799344												
Thamnophilidae_Myrmotherula_ambigua								304272675					301323064								301323150	301322970											
Alaudidae_Eremopterix_verticalis								33636915																									
Phalacrocoracidae_Phalacrocorax_colensoi						290463967																											
Trochilidae_Oreotrochilus_leucopleurus					197256101			2155206													2149426												
Anatidae_Dendrocygna_bicolor					2735618			190683542						56131065							190683668												
Scolopacidae_Calidris_minutilla					51101640																												
Tyrannidae_Muscigralla_brevicauda																		165909155				12024812				165874038		241994199	241994559				
Sturnidae_Acridotheres_melanopterus																		189035399			189035544					189035470							
Anatidae_Cyanochen_cyanopterus	6318706							3088751													3088871												
Accipitridae_Buteo_jamaicensis		193879344	167987263		117372031	281307664	193879038	33621775	193880578	193880891	193881194	193999396	193999734	194000129	154529011	193881566	193881702	194020841	193881874	194240924	33622191	3929163		194021157	194205078		193880252	126212421		194240612	193878428	193878801	
Trochilidae_Discosura_popelairii																					164613199		164613368			268320655							
Certhiidae_Troglodytes_rufociliatus																					6957485												
Thamnophilidae_Drymophila_ochropyga					156530280																												
Thamnophilidae_Thamnophilus_torquatus								123998780					122935442	122935322							122935500	122935376											
Alcedinidae_Ispidina_picta						156523691		168805765										32967831		32967795	187480048	156523615						74272351					
Muscicapidae_Cyornis_unicolor								306959166										306959696															
Dicaeidae_Prionochilus_plateni																					256576067	256575983									256576124		
Meliphagidae_Certhionyx_variegatus	45385332							45385559					259018574								45385417												
Dicruridae_Pericrocotus_divaricatus				125487260																	125487348												
Picidae_Dryocopus_lineatus					60281077	190335417		94421677						7716559				85720726			99030730										190335737		
Meropidae_Merops_bulocki													154184379								156100619	62901805									154537629		
Thamnophilidae_Thamnophilus_nigriceps								123998762					122935424	122935313							122935482	122935358											
Fringillidae_Emberiza_aureola					134269321			182893927													256259754					182894037							
Platysteiridae_Platysteira_laticincta																					165941565												
Muscicapidae_Campicoloides_bifasciatus								306959296										295001670			295001808					306959978							
Timaliidae_Illadopsis_pyrrhopterum								24895105					193246157					187936026			194022186	193882371											
Scolopacidae_Calidris_alpina					51101838			1002920													37195914												
Trochilidae_Polyplancta_aurescens														57791916							57639908												
Passeridae_Neochmia_modesta								45685554																									
Paradisaeidae_Manucodia_ater								38325043										198449188										38324407	38324869				
Spheniscidae_Spheniscus_magellanicus	575345				169882750			75354618													264667112							75863939					
Procellariidae_Pterodroma_mollis								3929449																									
Fringillidae_Geothlypis_poliocephala								255969670													255969754												
Ramphastidae_Ramphastos_dicolorus					197256647	259089807		62547357													62547411												
Picidae_Celeus_brachyurus						190335443		94421665						94421577				85720704			111118945										190335761		
Estrildidae_Lonchura_striata					134269325			82794911																									
Diomedeidae_Diomedea_gibsoni								3420622																									
Passeridae_Pytilia_afra																					37674892												
Anatidae_Branta_sandvicensis	2213690				327494016			18447727													190683640												
Fringillidae_Serinus_citrinelloides				195963950		198246380		46561825														198246514									195964023		
Dendrocolaptidae_Xiphorhynchus_erythropygius								41327384					126253960					41327420			23463136	23428663											
Alcedinidae_Ceyx_lecontei						156523681												156523719			156523750	156523611						74272349					
Fringillidae_Pheucticus_aureoventris					197256267			156072870													156072656												
Strigidae_Megascops_guatemalae								22797018																									
Caprimulgidae_Eleothreptus_anomalus					197255339			74013639							290467101					290467239													
Fringillidae_Cnemoscopus_rubrirostris								2935058													37730458												
Paridae_Poecile_hudsonica					116877621			19908517																									
Sturnidae_Onychognathus_walleri					151336220	151336453							149729089	151336087				189035425			189035606					189035514				151336708	151335915		
Glareolidae_Cursorius_temminckii	88911182				88910988	88911124		88911090										33302463			88910818	88910852	88910920					34597815					
Passeridae_Nigrita_bicolor																					37674966												
Fringillidae_Carduelis_hornemanni				195963946	116876525	198246376		33337437										195964083				198246512									195964021		
Ploceidae_Euplectes_capensis						165929915																165929669											
Turdidae_Zoothera_heinei								58618557													58618473												
Muscicapidae_Muscicapa_striata					126361475			13508745		187471218	188526228							253971581			113912279					229905441		253971745				13016758	
Maluridae_Malurus_splendens	45385395	213385690						45385685					259018638								45385533								289583996	213386318	213386502		
Columbidae_Patagioenas_fasciata					116877433			20466869						20466971							20466927												
Scolopacidae_Calidris_temminckii					292389888																												
Laridae_Hydroprogne_caspia					169882598			55419847						56131120							55417573							125662394					
Sylviidae_Seicercus_xanthoschistus								47078526																									
Zosteropidae_Zosterops_mouroniensis						84374020		84373905														84374135											
Caprimulgidae_Chordeiles_pusillus								290466967							290467097					290467235													
Tyrannidae_Fluvicola_pica								25988529										90194270								90658319		25988503	241994483				
Columbidae_Ducula_pistrinaria								41393890						41393846																			
Sturnidae_Onychognathus_nabouroup																					149729386												
Phalacrocoracidae_Phalacrocorax_capillatus	12382949					74355943																											
Tyrannidae_Lessonia_rufa					197255757													165909197				12024806				165874080		241994173	241994533				
Spheniscidae_Pygoscelis_adeliae					75353875			75354628		29422271	29422175																	75863949					
Fringillidae_Cypsnagra_hirundinacea								2935066													31281379												
Paridae_Pholidornis_rushiae	23297891																				23297827												
Tyrannidae_Phyllomyias_burmeisteri																												241994271	241994631				
Cisticolidae_Apalis_melanocephala																					160222008	160690385											
Fringillidae_Aimophila_mystacalis								219882364													219882446												
Cisticolidae_Apalis_flavida	23297902							68248348										66876357			23297849												
Tyrannidae_Myiopagis_subplacens													167781914								185862399												
Mimidae_Ramphocinclus_brachyurus	7672633				151336348	7453503							149729152	151336152							7672620							34582570		151336832	151336040		
Psittacidae_Prioniturus_luconensis				260100351																	169787748									187765578	194246235	187950018	
Tyrannidae_Myiozetetes_cayanensis					159156639																							241994233	241994593				
Petroicidae_Amalocichla_incerta								269854645										269854653															
Muscicapidae_Cercotrichas_leucosticta								306959126																									
Ardeidae_Ixobrychus_cinnamomeus	33309284							39753947																									
Accipitridae_Buteo_polyosoma					197254749	281307703		182895234					281308194	182895020							182895112												
Thamnophilidae_Myrmeciza_griseiceps								51104476										51104570			209401340												
Pachycephalidae_Pachycephala_olivacea								168986865													168986766							225795449					
Pardalotidae_Aphelocephala_nigricincta					290464600																294471164												
Vangidae_Vanga_curvirostris	13928459			18845815																	56745020							18845959	38325031				
Fringillidae_Ammodramus_maritimus					116876261			91992545													91992585												
Cotingidae_Conioptilon_mcilhennyi								94471826										94451607										241994095	241994455				
Laridae_Onychoprion_fuscatus					116832793			55419857													55417583							125662412					
Certhiidae_Thryothorus_semibadius						30407589		89993740																									
Irenidae_Irena_puella										187471201	315488375							315488321			315488131	315487843				315488267							
Picidae_Picus_miniaceus	60281057				60281099			60281169																									
Phasianidae_Afropavo_congensis		272492332						2352966	272474424					83616402		272490562					83616444									156139614			
Turdidae_Turdus_tephronotus								187371439										167369982								187481344							
Fringillidae_Spizella_passerina					169882756	33318454		18378139													219882470												
Timaliidae_Garrulax_chinensis					183397832			33151276								283553719		66876335										183585533					
Accipitridae_Spilornis_rufipectus								67037976													66734872												
Dicaeidae_Dicaeum_cruentatum																					256576037	256575953									256576109		
Turdidae_Zoothera_gurneyi								58618573													211909157												
Tyrannidae_Muscisaxicola_flavinucha					197255951																	12024836											
Furnariidae_Synallaxis_cinerascens														45272266								45511423											
Trochilidae_Chalybura_urochrysia														164613019							164613183		164613352			268320615							
Corvidae_Pica_pica	124108891			125487268	134269319			56069738		187471206	188526215			39979947				39979924			125487162								161019546				
Paridae_Parus_spilonotus					323108101			34596618																									
Campephagidae_Pericrocotus_flammeus																										253762098							
Fringillidae_Dendroica_pharetra					308224556	22654713		32441818					302703221					302703590	302703434		308224556									302703699			
Fringillidae_Coccothraustes_coccothraustes	124108868			195963858	134269327	198246287		111034882		187471260	188526271		196052441					34538515			223953629	198246404				196052601		18845136	161019590				
Muscicapidae_Niltava_vivida								306959294										306959760								306959976							
Falconidae_Spiziapteryx_circumcinctus								2231535																				42525314					
Sylviidae_Achaetops_pycnopygius																												60460226	60460252				
Sylviidae_Sylvia_sarda								298357281																									
Turdidae_Turdus_celaenops	166707757							187371302																		187481211							
Columbidae_Gymnophaps_albertisii	148466960				148467081	148467271		41393882						41393838							148467005							148467425					
Pycnonotidae_Hypsipetes_leucocephalus	18251087												293652565	264669183				293652672			293652622	264669324				294717954					264669051		
Sturnidae_Cinnyricinclus_sharpii					151336226	151336462							149729092	151336090				93211332			149729222							34582526		151336714	151335921		
Cotingidae_Iodopleura_fusca																					86451870												
Strigidae_Otus_capnodes						193074714		193074652										193074580			193074500	193082399									193074416		
Mimidae_Mimodes_graysoni																					54111995												
Musophagidae_Tauraco_porphyreolophus										29422300	29422225																						
Tyrannidae_Elaenia_obscura					159156305								167782023								185862667												
Pycnonotidae_Bleda_eximia														89213045							89213121	89212949											
Cotingidae_Pipreola_intermedia																												241994289	241994649				
Scolopacidae_Micropalama_himantopus					116876483			125662306													125662522							125662406					
Anatidae_Anas_melleri								3088709													3088829												
Thamnophilidae_Myrmotherula_brachyura								157098264													157094403	157098398											
Psittacidae_Alisterus_scapularis	164520662	193879362	193880002	260100263			193879056			193880907	193881212		193999754		154529031			194020857	193881890	194240944				194021175	194205094		193880272		154371706	194240632	193878448	193878781	
Thamnophilidae_Myrmeciza_immaculata								157098250					157098118								157094389	157098384											
Phalacrocoracidae_Phalacrocorax_pygmeus	118603178					118603213																											
Monarchidae_Pomarea_nigra								33086975																									
Apterygidae_Apteryx_haastii	11188				169882354	31071953		1526992																									
Ploceidae_Dinemellia_dinemelli										187471251	315488381							315488327			315488137					315488273			161019576				
Paridae_Parus_rubidiventris					323110223			34596616																									
Alaudidae_Galerida_malabarica								148832262																									
Columbidae_Streptopelia_decaocto					116832813			20466837													20466877												
Cotingidae_Ampelioides_tschudii								94471818										94451601								165873894		241994051	241994411				
Cisticolidae_Camaroptera_brachyura								68248352										66876361			115394711							60460236	60460266				
Bucerotidae_Penelopides_manilloe								33341080																									
Picidae_Sphyrapicus_varius					60281125			4099765						7716566								3978361											
Fringillidae_Oreomanes_fraseri								2935102													194360159												
Fringillidae_Dolichonyx_oryzivorus	21644735				117372197	21644927		21616573													21644799												
Sylviidae_Phylloscopus_claudiae	50845270							50845313										62735817															
Strigidae_Otus_pembaensis						193074740		193074672										193074606			193074522	193082421									193074438		
Pachycephalidae_Daphoenositta_chrysoptera																												38324379					
Aegithalidae_Aegithalos_iouschistos								295849440																									
Trochilidae_Heliomaster_constantii	33521220				37518893																												
Picidae_Veniliornis_affinis					60499171			60392025																									
Alcidae_Synthliboramphus_craveri	148466777				148466815			1255765													148466841							148466733					
Scolopacidae_Phalaropus_fulicaria					169882664																												
Pittidae_Pitta_elegans																		113196717								111182798							
Sylviidae_Abroscopus_schisticeps								208658608																									
Fringillidae_Cyanocompsa_parellina								15420068													156072628												
Fringillidae_Tangara_pulcherrima								37778965																									
Mohoidae_Moho_nobilis																												211998697					
Tyrannidae_Xolmis_pyrope					197257423																	12024808						241994395	241994755				
Dendrocolaptidae_Xiphorhynchus_elegans								45934234																									
Paridae_Anthoscopus_minutus								19908559																									
Stenostiridae_Elminia_albicauda																					187692628												
Phasianidae_Francolinus_francolinus					327494054			2352970																									
Motacillidae_Anthus_petrosus					292388826			1197604																									
Fringillidae_Pipilo_aberti					116832561	33318382		182894006													5106803					182894114							
Phasianidae_Francolinus_hartlaubi								4090624																									
Mimidae_Donacobius_atricapilla					197255275			33867714				33638026	196052465					66876329			253971620					196052625		32480970					
Ciconiidae_Ephippiorhynchus_asiaticus								3211684																									
Picidae_Veniliornis_kirkii					60499189			60392043						94421606							99030718												
Falconidae_Falco_jugger								165880247																				165880485					
Sylviidae_Sylvia_nana		193879612	193880208	18845799	257156499		193879294	38602362		193881152	193881478	193999640	193999994	45272230	154529347		193881838	194021109	193882132	194241202		45511357		194021435	194205354		193880530	18845945	38325009	194240878	193878713	193878990	
Trochilidae_Phaethornis_longuemareus								169387915						164613099							164613266		164613434			268320800							
Fringillidae_Oporornis_agilis					117372395	55740020		32441838					302703241					302703600	302703454		81336310									302703704			
Corvidae_Corvus_corax					116876763			37196160		187471203	188526212			56236483									46451498					157672454					
Fringillidae_Cacicus_chrysonotus								22204045													21999568												
Furnariidae_Asthenes_punensis								241865064																									
Lybiidae_Pogoniulus_pusillus								168805814													187480141												
Scolopacidae_Numenius_minutus	190411525							125662310													125662526							125662410					
Thamnophilidae_Formicivora_serrana					156530300																												
Trochilidae_Discosura_langsdorffi																					268320902		268320457			268320651							
Cotingidae_Cephalopterus_ornatus								94471824										94451609										241994077	241994437				
Falconidae_Milvago_chimango								165880383																				165880621					
Picidae_Picoides_arcticus					51102138			15216748						14861610																			
Ploceidae_Euplectes_macrourus	19481500					165929933																165929689											
Accipitridae_Oroaetus_isidori								57335804						66736021							66734930							126212487					
Timaliidae_Pomatorhinus_hypoleucos								313759347													313759475					313759531							
Fringillidae_Loxia_curvirostra	21644749			195963864	51101758	21644983		45685524			315488409			46325837				34538537			21644827	198246424				315488299		18845138			195963980		
Fringillidae_Pipilo_crissalis					116877577	33318390		5531863													5106797												
Dicaeidae_Dicaeum_aureolimbatum					239507787			239508440													256576057	256575973									256576119		
Laniidae_Lanius_tigrinus					158536064			158536018																									
Caprimulgidae_Caprimulgus_anthonyi								290466903							290467027					290467165													
Rhinocryptidae_Scytalopus_pachecoi														224814645							188529382												
Accipitridae_Accipiter_virgatus					257153541																												
Phasianidae_Tympanuchus_cupido	8886859				51101762			6970200													7648902												
Laridae_Larus_genei						50727202		199601284													51557657												
Phasianidae_Lophura_swinhoii								22725650						83616413							83616464									156139628			
Strigidae_Otus_moheliensis						193074730		193074666										193074596			193074514	193082413									193074430		
Indicatoridae_Indicator_variegatus					60281081			60281151						28916017																			
Corvidae_Coracina_fimbriata								6469734																									
Conopophagidae_Conopophaga_ardesiaca																												38324359	38324793				
Meliphagidae_Ramsayornis_modestus	45385378							45385651					259018621								45385499												
Muscicapidae_Cochoa_viridis	166707737							187371260										167369807			58618499					306959835							
Psittacidae_Forpus_crassirostris	164520659					75677833		75677931													75677943							75677993					
Anatidae_Anas_zonorhyncha								3088739													3088859												
Fringillidae_Euphonia_finschi								9972055													9971981												
Climacteridae_Climacteris_picumnus				18845701																								18845853	38324787				
Corvidae_Urocissa_erythrorhyncha								1841773						39979953				39979934															
Monarchidae_Terpsiphone_paradisi				125487264	126361493			126361527										125487304			125487158												
Ptilonorhynchidae_Ptilonorhynchus_violaceus				18845785	6469722	55275472		396735						169412268				23499417			169411956					148970302		18845931	38324975				
Dicaeidae_Dicaeum_aeneum					239507899			239508634													99030110	256575967						38324381	38324821		256576116		
Ramphastidae_Aulacorhynchus_atrogularis								319759918													319759976												
Passeridae_Erythrura_trichroa								45685560													37674978												
Picidae_Hemicircus_canente														85720702				85720703			86278437												
Sylviidae_Cincloramphus_cruralis								324033881																		324034164							
Rallidae_Coturnicops_noveboracensis					116876767									56131171																			
Anatidae_Aythya_australis								1213379													190683620												
Ramphastidae_Aulacorhynchus_prasinus	33339242				37518890	259089891		4099761													62547387	162946142											
Falconidae_Falco_eleonorae								165880225																				165880459					
Falconidae_Daptrius_americanus								2231507																				42525286					
Trochilidae_Eriocnemis_glaucopoides					197255375																268320908		268320463			268320665							
Sulidae_Morus_capensis					169882634			1890876																		325461459							
Fringillidae_Geothlypis_trichas	21644742			22085530	116877005	21644955		156072754					302703253					302703606	302703466		21644813									302703710			
Passeridae_Petronia_dentata	19481510																				19481446												
Fringillidae_Leistes_militaris	21644748					21644979		197305265													21644825												
Procellariidae_Hydrobates_pelagicus					292389190	50254123		3420640						112818802				113095074				50254291	50254319			113120347		112818873					
Pittidae_Pitta_soror													85822669					113196749										85822705	85822633				
Laridae_Sterna_bergii								55419845													55417571												
Ramphastidae_Pteroglossus_beauharnaesii	33339244					50312793		11036678													319759998												
Dicruridae_Rhipidura_rufidorsa													256576191								99029909	256576339									256576404		
Coccyzidae_Coccyzus_melacoryphus					197255049			7739517													7739575												
Alcedinidae_Todiramphus_sanctus																					74272463							74272385					
Trochilidae_Eriocnemis_vestita														164613044							164613209		164613378			259028145							
Bucerotidae_Aceros_undulatus								33341045																									
Cisticolidae_Cisticola_cherina								5712245																									
Phalacrocoracidae_Phalacrocorax_auritus	12382946				117581701	12382983								56131143								19110593											
Alaudidae_Galerida_theklae								148832244						59940575							59940578												
Sturnidae_Lamprotornis_purpureus					151336194	151336414							149729077	151336075							149729190									151336688	151335891		
Picidae_Dendrocopos_kizuki					15216849			15216762						15049224																			
Cuculidae_Chrysococcyx_osculans								3834518													3834456												
Thamnophilidae_Myrmoborus_leucophrys																					299767161							221063183	221062963				
Fingillidae_Nesospiza_wilkinsi								117647564																									
Dicaeidae_Dicaeum_concolor																					256576075	256575991									256576128		
Meropidae_Merops_philippinus													154184423								156100665										154537672		
Fringillidae_Anisognathus_notabilis								194499753													194499841												
Sylviidae_Sylvia_hortensis								38602356																									
Fringillidae_Caryothraustes_poliogaster								156072892													156072678												
Passeridae_Ploceus_luteolus								165929875													165929793												
